"trial","ref_position","var_area","response","correct","rt"
1,"L",10.7620450519025,"R",TRUE,15.595999956131
2,"R",11.346535469871,"L",TRUE,7.09200000762939
3,"L",11.9515753388405,"R",TRUE,3.59500002861023
4,"R",9.26836571027525,"L",TRUE,32.5970001220703
5,"L",14.9292507823557,"R",TRUE,1.7979998588562
6,"R",13.9678447728511,"L",TRUE,1.49799990653992
7,"L",14.5592432671692,"R",TRUE,1.59699988365173
8,"L",10.8994684293866,"R",TRUE,2.49699997901917
9,"R",13.3409965531901,"L",TRUE,1.59899997711182
10,"L",11.2181958097499,"R",TRUE,1.49799990653992
11,"R",10.9021433249582,"L",TRUE,1.99799990653992
12,"L",13.0962913252879,"R",TRUE,1.29699993133545
13,"R",14.588994121179,"L",TRUE,1.19700002670288
14,"R",8.75921811442822,"R",TRUE,6.29699993133545
15,"L",10.5863280775957,"R",TRUE,1.5939998626709
16,"R",13.0740991760977,"L",TRUE,1.29699993133545
17,"L",9.22618247312494,"R",TRUE,9.0939998626709
18,"L",11.2808584158774,"R",TRUE,2.39600014686584
19,"R",9.41436804994009,"L",TRUE,3.59600019454956
20,"L",10.5421156072989,"R",TRUE,3.49799990653992
21,"L",8.70373841538094,"R",FALSE,8.1969997882843
